0.063017896	3.908062982
0.069265898	4.757288683
0.076130175	5.752822666
0.082600793	6.663722722
0.089322812	8.081092424
0.096626302	9.43415755
0.103084293	11.17772207
0.109702612	13.66267607
0.114595878	16.67775801
0.122175439	19.97233414
0.127474836	24.52126369
0.137048542	30.15716372
0.144530976	37.03665023
0.151087999	44.79844711
0.162803711	52.89355144
0.170233922	65.91159726
0.178493013	77.67313923
0.190393072	93.99501791
0.20223396	118.1983259
0.215388963	145.7228487
0.228152695	179.1937116
0.245056279	226.9251189
